construction_opaque_id,surface_type,construction_type_name,author,old_type_code,intended_surface_type,standards_construction_type,type_index,climate_zone,rsi_k_m2_per_w,description,material_opaque_id_layers,material_desciptions,Code
87,WALLS,BTAP-ExteriorWall-Mass-5,BTAP,11,ExteriorWall,Mass,5,Zone 6,4.05,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,150,40,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 25 PSI, 2"" RSI 1.76
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
88,WALLS,BTAP-ExteriorWall-Mass-5,BTAP,11,ExteriorWall,Mass,5,Zone 7A,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
89,WALLS,BTAP-ExteriorWall-Mass-5,BTAP,11,ExteriorWall,Mass,5,Zone 7B,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
90,WALLS,BTAP-ExteriorWall-Mass-5,BTAP,11,ExteriorWall,Mass,5,Zone 8,5.46,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,57,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
91,UNF-WALLS,BTAP-ExteriorWall-Mass-6,BTAP,15,ExteriorWall,Mass,6,Zone 4,3.18,"Unfinished Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted ","24,25,26,27,28,40,40,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
92,UNF-WALLS,BTAP-ExteriorWall-Mass-6,BTAP,15,ExteriorWall,Mass,6,Zone 5,3.6,"Unfinished Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted ","24,25,26,27,28,40,40,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
93,UNF-WALLS,BTAP-ExteriorWall-Mass-6,BTAP,15,ExteriorWall,Mass,6,Zone 6,4.05,"Unfinished Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted ","24,25,26,27,28,57,150,40,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 25 PSI, 2"" RSI 1.76
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
94,UNF-WALLS,BTAP-ExteriorWall-Mass-6,BTAP,15,ExteriorWall,Mass,6,Zone 7A,4.76,"Unfinished Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted ","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
95,UNF-WALLS,BTAP-ExteriorWall-Mass-6,BTAP,15,ExteriorWall,Mass,6,Zone 7B,4.76,"Unfinished Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted ","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
96,UNF-WALLS,BTAP-ExteriorWall-Mass-6,BTAP,15,ExteriorWall,Mass,6,Zone 8,5.46,"Unfinished Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted ","24,25,26,27,28,57,57,57,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
97,UNF-WALLS,BTAP-ExteriorWall-Mass-7,BTAP,16,ExteriorWall,Mass,7,Zone 4,3.18,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,40,40,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
98,UNF-WALLS,BTAP-ExteriorWall-Mass-7,BTAP,16,ExteriorWall,Mass,7,Zone 5,3.6,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,40,40,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
99,UNF-WALLS,BTAP-ExteriorWall-Mass-7,BTAP,16,ExteriorWall,Mass,7,Zone 6,4.05,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,150,40,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 25 PSI, 2"" RSI 1.76
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
100,UNF-WALLS,BTAP-ExteriorWall-Mass-7,BTAP,16,ExteriorWall,Mass,7,Zone 7A,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
101,UNF-WALLS,BTAP-ExteriorWall-Mass-7,BTAP,16,ExteriorWall,Mass,7,Zone 7B,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
102,UNF-WALLS,BTAP-ExteriorWall-Mass-7,BTAP,16,ExteriorWall,Mass,7,Zone 8,5.46,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,57,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
103,UNF-WALLS,BTAP-ExteriorWall-Mass-8,BTAP,17,ExteriorWall,Mass,8,Zone 4,3.18,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,40,40,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
104,UNF-WALLS,BTAP-ExteriorWall-Mass-8,BTAP,17,ExteriorWall,Mass,8,Zone 5,3.6,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,40,40,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
105,UNF-WALLS,BTAP-ExteriorWall-Mass-8,BTAP,17,ExteriorWall,Mass,8,Zone 6,4.05,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,150,40,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 25 PSI, 2"" RSI 1.76
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
106,UNF-WALLS,BTAP-ExteriorWall-Mass-8,BTAP,17,ExteriorWall,Mass,8,Zone 7A,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
107,UNF-WALLS,BTAP-ExteriorWall-Mass-8,BTAP,17,ExteriorWall,Mass,8,Zone 7B,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
108,UNF-WALLS,BTAP-ExteriorWall-Mass-8,BTAP,17,ExteriorWall,Mass,8,Zone 8,5.46,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,57,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
109,UNF-WALLS,BTAP-ExteriorWall-Mass-9,BTAP,18,ExteriorWall,Mass,9,Zone 4,3.18,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,40,40,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
110,UNF-WALLS,BTAP-ExteriorWall-Mass-9,BTAP,18,ExteriorWall,Mass,9,Zone 5,3.6,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,40,40,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
111,UNF-WALLS,BTAP-ExteriorWall-Mass-9,BTAP,18,ExteriorWall,Mass,9,Zone 6,4.05,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,150,40,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 25 PSI, 2"" RSI 1.76
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
112,UNF-WALLS,BTAP-ExteriorWall-Mass-9,BTAP,18,ExteriorWall,Mass,9,Zone 7A,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
113,UNF-WALLS,BTAP-ExteriorWall-Mass-9,BTAP,18,ExteriorWall,Mass,9,Zone 7B,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted with Exterior Brick veneer wall","24,25,26,27,28,57,57,150,158,20,21,139,141","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Brick walls, face brick, red, running bond, 6.75/SF, 4\"" thick, includes mortar
Lintel angle, structural, unpainted, under 500 lb., shop fabricated
Sheet metal flashing, aluminum, flexible, mill finish, .019\"" thick, including up to 4 bends
Joint sealants, caulking and sealants, butyl based, bulk, 1/4\"" x 1/2\""
",NECB_2011
