template,building_type,space_type,min_stories,max_stories,w_per_m2,Fixture_type_less_than_7.88ft_ht,Fixture_type_7.88_to_15.75ft_ht,Fixture_type_greater_than_>15.75ft_ht,Lux,Type
NECB 2017,Space Function,Office enclosed > 25 m2,1,2,10.0,2,7,17,400,CFL
NECB 2017,Space Function,Office enclosed > 25 m2,3,999,10.0,2,7,17,400,CFL
NECB 2017,Space Function,Office open plan,1,2,8.7,2,7,17,400,CFL
NECB 2017,Space Function,Office open plan,3,999,8.7,2,7,17,400,CFL
NECB 2017,Space Function,Pharmacy area,1,1,14.4,2,7,18,400,CFL
NECB 2017,Space Function,Sales area,1,1,13.1,2,7,18,500,CFL
NECB 2017,Space Function,Seating area general-sch-A,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-B,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-C,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-D,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-E,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-F,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-G,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-H,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-I,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-J,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Seating area general-sch-K,1,1,4.6,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-A,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-B,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-C,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-D,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-E,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-F,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-G,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-H,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-I,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-J,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Stairway/Stairwell-sch-K,1,1,6.2,1,7,17,150,CFL
NECB 2017,Space Function,Storage garage interior,1,1,1.5,1,6,17,75,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-A,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-B,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-C,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-D,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-E,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-F,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-G,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-H,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-I,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-J,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room < 5 m2-sch-K,1,1,10.4,2,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-A,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-B,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-C,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-D,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-E,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-F,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-G,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-H,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-I,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-J,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room <= 5 m2 <= 100 m2-sch-K,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-A,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-B,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-C,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-D,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-E,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-F,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-G,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-H,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-I,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-J,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Storage room > 100 m2-sch-K,1,1,6.8,1,7,17,100,CFL
NECB 2017,Space Function,Vehicle maintenance area,1,1,6.0,1,9,9,500,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-A,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-B,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-C,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-D,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-E,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-F,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-G,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-H,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-I,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-J,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-K,1,1,13.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-A,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-B,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-C,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-D,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-E,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-F,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-G,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-H,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-I,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-J,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Washroom - other-sch-K,1,1,9.1,2,7,17,150,CFL
NECB 2017,Space Function,Workshop,1,1,12.3,2,9,14,500,CFL
NECB 2017,Space Function,Convention centre exhibit space,1,1,9.5,2,7,13,500,CFL
NECB 2017,Space Function,Dormitory living quarters,1,1,5.8,1,6,9,125,CFL
NECB 2017,Space Function,Dwelling units general,1,4,5.0,1,6,9,125,CFL
NECB 2017,Space Function,Dwelling units general,5,999,5.0,1,6,9,125,CFL
NECB 2017,Space Function,Dwelling units long-term,1,4,5.0,1,6,9,300,CFL
NECB 2017,Space Function,Dwelling units long-term,5,999,5.0,1,6,9,300,CFL
NECB 2017,Space Function,Fire station sleeping quarters,1,1,2.2,1,6,17,150,CFL
NECB 2017,Space Function,Gymnasium/Fitness centre exercise area,1,1,5.4,1,7,17,350,CFL
NECB 2017,Space Function,Gymnasium/Fitness centre playing area,1,1,8.8,2,7,17,350,CFL
NECB 2017,Space Function,Health care facility exam/treatment room,1,1,18.1,3,8,18,600,CFL
NECB 2017,Space Function,Health care facility imaging room,1,1,11.4,2,7,18,225,CFL
NECB 2017,Space Function,Health care facility medical supply room,1,1,5.8,1,7,17,400,CFL
NECB 2017,Space Function,Health care facility nursery,1,1,10.8,2,7,17,400,CFL
NECB 2017,Space Function,Health care facility nurses station,1,1,8.7,2,7,17,400,CFL
NECB 2017,Space Function,Health care facility operating room,1,1,23.4,3,8,19,1000,CFL
NECB 2017,Space Function,Health care facility patient room,1,1,6.7,1,7,17,400,CFL
NECB 2017,Space Function,Health care facility physical therapy room,1,1,9.0,2,7,17,350,CFL
NECB 2017,Space Function,Health care facility recovery room,1,1,11.1,2,7,18,250,CFL
NECB 2017,Space Function,Library reading area,1,1,8.8,2,7,17,500,CFL
NECB 2017,Space Function,Library reading area,2,999,8.8,2,7,17,500,CFL
NECB 2017,Space Function,Library stacks,1,1,12.9,2,7,18,500,CFL
NECB 2017,Space Function,Library stacks,2,999,12.9,2,7,18,500,CFL
NECB 2017,Space Function,Manufacturing facility equipment room,1,1,7.0,1,7,13,600,CFL
NECB 2017,Space Function,detailed manufacturing area,1,1,10.0,2,7,13,600,CFL
NECB 2017,Space Function,Manufacturing facility extra high bay area (> 15 m floor-to-ceiling height),1,1,11.3,2,7,14,400,CFL
NECB 2017,Space Function,Manufacturing facility high bay area (7.5 to 15 m floor-to-ceiling height),1,1,8.1,1,7,14,400,CFL
NECB 2017,Space Function,Manufacturing facility low bay area (< 7.5 m floor-to-ceiling height),1,1,10.3,2,7,14,400,CFL
NECB 2017,Space Function,Museum general exhibition area,1,1,11.3,2,7,18,250,CFL
NECB 2017,Space Function,Museum restoration room,1,1,9.2,2,7,17,600,CFL
NECB 2017,Space Function,Post office sorting area,1,1,7.3,2,7,17,400,CFL
NECB 2017,Space Function,Religious building fellowship hall,1,1,5.9,1,6,17,250,CFL
NECB 2017,Space Function,Religious building worship/pulpit/choir area,1,1,16.5,2,8,18,250,CFL
NECB 2017,Space Function,Retail facility dressing/fitting room,1,1,5.4,1,6,17,350,CFL
NECB 2017,Space Function,Retail facility mall concourse,1,1,9.7,2,7,17,400,CFL
NECB 2017,Space Function,Space designed to ANSI/IES RP-28 chapel (used primarily by residents),1,1,11.4,2,7,18,150,CFL
NECB 2017,Space Function,Space designed to ANSI/IES RP-28 recreation room (used primarily by residents),1,1,19.4,3,8,18,150,CFL
NECB 2017,Space Function,Sports arena playing area class I facility(4),1,1,26.6,4,8,15,1600,CFL
NECB 2017,Space Function,Sports arena playing area class II facility(4),1,1,21.1,3,8,14,1000,CFL
NECB 2017,Space Function,Sports arena playing area class III facility(4),1,1,18.3,3,8,14,800,CFL
NECB 2017,Space Function,Sports arena playing area class IV facility(4),1,1,12.2,2,7,14,500,CFL
NECB 2017,Space Function,Transportation facility airport concourse,1,1,3.3,1,7,17,150,CFL
NECB 2017,Space Function,Transportation facility baggage/carousel area,1,1,4.8,1,7,17,250,CFL
NECB 2017,Space Function,Transportation facility terminal ticket counter,1,1,6.7,1,7,17,250,CFL
NECB 2017,Space Function,Warehouse storage area medium to bulky palletized items,1,1,3.8,1,7,17,200,CFL
NECB 2017,Space Function,Warehouse storage area small hand-carried items(4),1,1,7.4,1,7,17,300,CFL
NECB 2017,Space Function,- undefined -,1,1,0.0,Nil,Nil,Nil,0,CFL
NECB 2017,Automotive facility,WholeBuilding,1,1,7.6,28,39,47,400,LED
NECB 2017,Convention centre,WholeBuilding,1,1,8.2,21,37,47,300,LED
NECB 2017,Courthouse,WholeBuilding,1,1,9.7,25,39,47,400,LED
NECB 2017,Dining - bar lounge/leisure,WholeBuilding,1,1,9.7,30,38,49,125,LED
NECB 2017,Dining - cafeteria/fast food,WholeBuilding,1,1,8.5,30,37,55,300,LED
NECB 2017,Dining - family,WholeBuilding,1,1,8.4,21,37,55,300,LED
NECB 2017,Dormitory,WholeBuilding,1,4,6.6,22,38,49,100,LED
NECB 2017,Dormitory,WholeBuilding,5,999,6.6,22,38,49,100,LED
NECB 2017,Exercise centre,WholeBuilding,1,1,7.0,21,37,47,350,LED
NECB 2017,Fire station,WholeBuilding,1,1,5.7,28,23,47,400,LED
NECB 2017,Gymnasium,WholeBuilding,1,1,7.3,32,39,53,500,LED
NECB 2017,Health care clinic,WholeBuilding,1,2,8.8,26,41,53,600,LED
NECB 2017,Health care clinic,WholeBuilding,3,999,8.8,26,41,53,600,LED
NECB 2017,Hospital,WholeBuilding,1,1,11.3,21,23,47,350,LED
NECB 2017,Hotel/Motel,WholeBuilding,1,4,8.1,22,24,49,150,LED
NECB 2017,Hotel/Motel,WholeBuilding,5,999,8.1,22,24,49,150,LED
NECB 2017,Library,WholeBuilding,1,2,8.4,25,23,46,500,LED
NECB 2017,Library,WholeBuilding,3,999,8.4,25,23,46,500,LED
NECB 2017,Long-term care - dwelling units,WholeBuilding,1,4,5.5,25,23,47,400,LED
NECB 2017,Long-term care - dwelling units,WholeBuilding,5,999,5.5,25,23,47,400,LED
NECB 2017,Long-term care - other,WholeBuilding,1,4,5.5,25,23,47,400,LED
NECB 2017,Long-term care - other,WholeBuilding,5,999,5.5,25,23,47,400,LED
NECB 2017,Manufacturing facility,WholeBuilding,1,1,9.7,28,39,47,450,LED
NECB 2017,Motion picture theatre,WholeBuilding,1,1,8.9,30,38,49,150,LED
NECB 2017,Multi-unit residential building,WholeBuilding,1,4,7.3,22,24,49,125,LED
NECB 2017,Multi-unit residential building,WholeBuilding,5,999,7.3,22,24,49,125,LED
NECB 2017,Museum,WholeBuilding,1,2,11.4,22,24,49,100,LED
NECB 2017,Museum,WholeBuilding,3,99,11.4,22,24,49,100,LED
NECB 2017,Office,WholeBuilding,1,2,8.5,21,23,47,400,LED
NECB 2017,Office,WholeBuilding,3,999,8.5,21,23,47,400,LED
NECB 2017,Penitentiary,WholeBuilding,1,1,8.1,21,40,48,250,LED
NECB 2017,Performing arts theatre,WholeBuilding,1,1,12.7,21,40,48,250,LED
NECB 2017,Police station,WholeBuilding,1,1,8.6,21,23,47,400,LED
NECB 2017,Post office,WholeBuilding,1,2,7.2,21,23,46,400,LED
NECB 2017,Post office,WholeBuilding,3,999,7.2,21,23,46,400,LED
NECB 2017,Religious building ,WholeBuilding,1,1,10.1,22,40,48,250,LED
NECB 2017,Retail area,WholeBuilding,1,2,11.4,25,39,46,450,LED
NECB 2017,Retail area,WholeBuilding,3,999,11.4,25,39,46,450,LED
NECB 2017,School/university,WholeBuilding,1,4,8.7,21,23,47,400,LED
NECB 2017,School/university,WholeBuilding,5,999,8.7,21,23,47,400,LED
NECB 2017,Sports arena,WholeBuilding,1,1,9.4,28,39,47,400,LED
NECB 2017,Storage garage,WholeBuilding,1,1,1.6,29,44,49,75,LED
NECB 2017,Town hall,WholeBuilding,1,4,8.6,21,23,47,400,LED
NECB 2017,Town hall,WholeBuilding,5,999,8.6,21,23,47,400,LED
NECB 2017,Transportation facility,WholeBuilding,1,4,6.6,30,40,48,225,LED
NECB 2017,Transportation facility,WholeBuilding,5,999,6.6,30,40,48,225,LED
NECB 2017,Warehouse,WholeBuilding,1,1,5.2,29,44,49,150,LED
NECB 2017,Workshop,WholeBuilding,1,1,9.7,32,39,46,500,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-A,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-B,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-C,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-D,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-E,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-F,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-G,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-H,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-I,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-J,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height < 6m)-sch-K,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-A,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-B,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-C,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-D,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-E,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-F,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-G,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-H,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-I,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-J,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (6 =< height <= 12m)-sch-K,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-A,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-B,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-C,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-D,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-E,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-F,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-G,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-H,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-I,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-J,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Atrium (height > 12m)-sch-K,1,1,,30,40,48,250,LED
NECB 2017,Space Function,Audience seating area permanent - auditorium,1,1,6.8,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - auditorium,2,999,6.8,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - convention centre,1,1,8.8,21,23,47,350,LED
NECB 2017,Space Function,Audience seating area permanent - gymnasium,1,1,7.0,21,23,47,350,LED
NECB 2017,Space Function,Audience seating area permanent - motion picture theatre,1,1,12.3,21,24,48,250,LED
NECB 2017,Space Function,Audience seating area permanent - penitentiary,1,1,3.0,21,24,48,250,LED
NECB 2017,Space Function,Audience seating area permanent - performing arts theatre,1,1,21.8,21,24,48,250,LED
NECB 2017,Space Function,Audience seating area permanent - religious building,1,1,16.5,22,38,49,150,LED
NECB 2017,Space Function,Audience seating area permanent - sports arena,1,1,4.6,22,38,49,150,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-A,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-B,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-C,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-D,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-E,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-F,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-G,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-H,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-I,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-J,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Audience seating area permanent - other-sch-K,1,1,4.6,22,38,49,100,LED
NECB 2017,Space Function,Banking activity area and offices,1,1,9.3,21,39,47,400,LED
NECB 2017,Space Function,Classroom/Lecture hall/Training room - Penitentary,1,1,14.4,21,23,47,400,LED
NECB 2017,Space Function,Classroom/Lecture hall/Training room other,1,1,10.3,21,23,47,400,LED
NECB 2017,Space Function,Classroom/Lecture hall/Training room other,2,999,10.3,21,23,47,400,LED
NECB 2017,Space Function,Computer/Server room-sch-A,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-B,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-C,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-D,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-E,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-F,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-G,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-H,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-I,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-J,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Computer/Server room-sch-K,1,999,14.3,21,39,47,350,LED
NECB 2017,Space Function,Conference/Meeting/Multi-purpose room,1,1,11.5,21,23,47,350,LED
NECB 2017,Space Function,Conference/Meeting/Multi-purpose room,2,999,11.5,21,23,47,350,LED
NECB 2017,Space Function,Confinement cell,1,1,8.7,21,23,47,400,LED
NECB 2017,Space Function,Copy/Print room,1,999,6.0,21,23,47,400,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-A,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-B,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-C,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-D,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-E,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-F,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-G,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-H,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-I,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-J,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - hospital-sch-K,1,1,9.9,30,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-A,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-B,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-C,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-D,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-E,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-F,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-G,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-H,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-I,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-J,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - manufacturing facility-sch-K,1,1,3.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-A,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-B,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-C,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-D,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-E,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-F,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-G,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-H,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-I,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-J,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-K,1,1,6.9,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area other-sch-A,1,1,7.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area other-sch-B,1,1,7.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area other-sch-C,1,1,7.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area other-sch-D,1,1,7.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area other-sch-E,1,1,7.1,29,38,49,150,LED
NECB 2017,Space Function,Corridor/Transition area other-sch-F,1,1,7.1,29,38,49,150,LED
